Document_ID,Customer_ID,NIK_Extracted,Customer_Name_Extracted,Employer_Extracted,Monthly_Income_Extracted,Account_Number_Extracted,Loan_Amount_Extracted,OCR_Confidence
DOC0000875,C000458,1441254687274219,Fajar Nugroho,PT Nusantara,11964000.0,6730975180,747900000.0,0.871
DOC0000648,C000391,2940577090869094,DEWI PRATAMA,PT Maju Jaya,8136000.0,9286184806,760500000.0,0.893
DOC0000552,C000649,3390085687116517,ANDI SANTOSO,CV Sejahtera,33100000.0,4337277415,763900000.0,0.821
DOC0000413,C000145,3496905930663444,BUDI WIJAYA,PT Digital Indonesia,15855000.0,6783458507,535800000.0,0.995
DOC0000431,C000046,2212368695445991,EKO SAPUTRA,PT Nusantara,40261000.0,5639829143,68100000.0,0.924
DOC0000531,C000262,3594872692784046,Fajar Nugroho,PT Digital Indonesia,15097000.0,9968808140,466300000.0,0.886
DOC0000613,C000351,5818279321367051,BUDI WIJAYA,PT Nusantara,40227000.0,8172874695,62300000.0,1.0
DOC0001189,C000299,3216188968385208,ANDI SANTOSO,CV Sejahtera,34626000.0,6675659608,59300000.0,0.857
DOC0000247,C000652,8918790789801567,DEWI PRATAMA,CV Sejahtera,37440000.0,2443878836,502600000.0,0.916
DOC0000513,C000169,2547178262462340,ANDI SANTOSO,PT Nusantara,14714000.0,2061684954,48700000.0,0.943
DOC0001008,C000631,2619422124196134,EKO SAPUTRA,PT Nusantara,18658000.0,3821754959,110300000.0,1.0
DOC0000725,C000455,8641465857288574,Fajar Nugroho,PT Bank ABC,18676000.0,3129243619,717500000.0,0.978
DOC0000232,C000226,2071876851413112,BUDI WIJAYA,PT Bank ABC,31581000.0,6311730301,238100000.0,0.845
DOC0000032,C000437,7525010922486005,BUDI WIJAYA,PT Nusantara,40662000.0,9588604939,143600000.0,0.924
DOC0000321,C000550,1199736560693387,BUDI WIJAYA,PT Maju Jaya,33464000.0,3571924388,253200000.0,0.903
DOC0000716,C000355,3552288142977193,Fajar Nugroho,PT Nusantara,42175000.0,6009295560,741600000.0,0.847
DOC0000530,C000444,6712142221395967,ANDI SANTOSO,PT Nusantara,11549000.0,1692917273,489800000.0,0.852
DOC0000814,C000043,9929696827284086,EKO SAPUTRA,PT Bank ABC,29548000.0,3910957005,278700000.0,0.892
DOC0000072,C000193,6470242003207112,CITRA LESTARI,PT Bank ABC,17966000.0,5626528187,395900000.0,0.884
DOC0000527,C000580,4499776241754254,Fajar Nugroho,PT Maju Jaya,25226000.0,3159707751,441600000.0,0.956
DOC0000453,C000091,9709790304629317,CITRA LESTARI,PT Digital Indonesia,16173000.0,2347011559,502600000.0,0.923
DOC0000788,C000591,6252279495336852,EKO SAPUTRA,PT Maju Jaya,37680000.0,1504482765,314500000.0,0.897
DOC0000718,C000141,1306665292060161,Fajar Nugroho,CV Sejahtera,19543000.0,7028803787,415000000.0,0.894
DOC0000150,C000049,7745564242900077,ANDI SANTOSO,CV Sejahtera,38546000.0,4549984648,563400000.0,0.88
DOC0000887,C000426,5267239839472454,BUDI WIJAYA,PT Digital Indonesia,5407000.0,4509817010,176600000.0,0.844
DOC0000281,C000297,8557420102112379,CITRA LESTARI,PT Digital Indonesia,19480000.0,4470627113,572100000.0,0.884
DOC0001007,C000381,6266470406551464,DEWI PRATAMA,PT Maju Jaya,23437000.0,7818965905,337800000.0,0.844
DOC0000393,C000298,3087575199203723,BUDI WIJAYA,PT Digital Indonesia,31202000.0,7204997928,375800000.0,0.892
DOC0000900,C000124,6469239803376960,CITRA LESTARI,PT Nusantara,12229000.0,1971749950,81900000.0,0.76
DOC0001068,C000079,1056340306213927,CITRA LESTARI,PT Maju Jaya,24998000.0,2072542013,128900000.0,0.909
DOC0001001,C000246,1865818467351187,DEWI PRATAMA,PT Digital Indonesia,32181000.0,9780266536,390500000.0,1.0
DOC0000221,C000692,6617825691138829,EKO SAPUTRA,PT Bank ABC,35882000.0,9801263026,86300000.0,0.883
DOC0000039,C000427,3533493304492753,CITRA LESTARI,PT Nusantara,37879000.0,1231497559,466000000.0,0.893
DOC0001107,C000171,6322124730173747,Fajar Nugroho,PT Nusantara,25624000.0,4150053587,31800000.0,0.93
DOC0000205,C000672,6949160803361082,DEWI PRATAMA,CV Sejahtera,37389000.0,5972720975,217300000.0,0.932
DOC0000869,C000102,7506037290061978,EKO SAPUTRA,CV Sejahtera,41383000.0,4941580634,359200000.0,0.862
DOC0000234,C000695,4208605285972845,EKO SAPUTRA,PT Bank ABC,30432000.0,8761919068,667600000.0,0.781
DOC0000416,C000092,4511191317980611,EKO SAPUTRA,PT Nusantara,34209000.0,1520344936,164700000.0,0.948
DOC0000907,C000375,4704382288770530,BUDI WIJAYA,PT Bank ABC,19986000.0,4271365375,603800000.0,1.0
DOC0000798,C000502,4737551725644935,ANDI SANTOSO,PT Maju Jaya,17502000.0,1472751899,79700000.0,0.977
DOC0000143,C000069,5842002711812621,Fajar Nugroho,CV Sejahtera,37783000.0,2660355650,446200000.0,0.93
DOC0001199,C000440,6581177775445293,BUDI WIJAYA,CV Sejahtera,41259000.0,6062815714,125700000.0,0.932
DOC0001142,C000447,2046951517143501,DEWI PRATAMA,PT Nusantara,34061000.0,1985840678,190500000.0,0.85
DOC0000988,C000651,2652053924434695,ANDI SANTOSO,PT Digital Indonesia,36812000.0,4634510418,50200000.0,0.816
DOC0000546,C000525,7637223882028235,BUDI WIJAYA,PT Maju Jaya,10273000.0,4574983631,537000000.0,0.936
DOC0000544,C000543,8981904466243185,CITRA LESTARI,PT Digital Indonesia,36968000.0,1205304150,188500000.0,0.968
DOC0000108,C000025,2658185290552427,DEWI PRATAMA,PT Nusantara,10018000.0,5202214543,205600000.0,1.0
DOC0000171,C000212,2162113117481696,CITRA LESTARI,PT Bank ABC,11516000.0,5502664503,302200000.0,1.0
DOC0000192,C000083,2475997534583369,Fajar Nugroho,PT Digital Indonesia,41327000.0,6364249217,237800000.0,0.886
DOC0000879,C000129,3539468317328348,EKO SAPUTRA,PT Maju Jaya,7573000.0,2648090147,302900000.0,1.0
DOC0000370,C000684,8451430579365237,CITRA LESTARI,PT Bank ABC,38402000.0,5802756149,229800000.0,0.943
DOC0000673,C000001,5828172480725811,Fajar Nugroho,PT Digital Indonesia,21071000.0,7540681665,300400000.0,1.0
DOC0000260,C000632,9427710540353963,BUDI WIJAYA,PT Digital Indonesia,20472000.0,6505821585,427900000.0,0.966
DOC0000277,C000406,6241961447857666,BUDI WIJAYA,PT Bank ABC,32138000.0,6733272751,451800000.0,0.857
DOC0000870,C000248,7053785784323316,DEWI PRATAMA,PT Nusantara,32743000.0,7740359380,189200000.0,1.0
DOC0000461,C000457,2181137435284671,ANDI SANTOSO,PT Maju Jaya,29805000.0,9926083431,151100000.0,0.956
DOC0000063,C000219,8924074273455917,BUDI WIJAYA,PT Nusantara,43212000.0,7853827700,40000000.0,0.857
DOC0000085,C000098,5184115354463796,ANDI SANTOSO,PT Nusantara,14798000.0,1420343859,721000000.0,0.849
DOC0000640,C000488,2785375916400628,CITRA LESTARI,PT Bank ABC,10431000.0,6696385627,363700000.0,0.857
DOC0000720,C000357,9036294265391252,DEWI PRATAMA,PT Digital Indonesia,36491000.0,6579106569,759900000.0,0.943
DOC0000354,C000155,1033474825606605,BUDI WIJAYA,PT Nusantara,43871000.0,3160540612,779300000.0,0.94
DOC0001143,C000698,9997222098711322,DEWI PRATAMA,PT Nusantara,39568000.0,5714331004,534300000.0,1.0
DOC0000960,C000537,3052473281755786,CITRA LESTARI,CV Sejahtera,4462000.0,6921497279,535000000.0,0.936
DOC0000232,C000360,2851877391320161,DEWI PRATAMA,PT Bank ABC,43872000.0,2573743552,146600000.0,0.894
DOC0000571,C000660,8002200445477751,ANDI SANTOSO,PT Nusantara,28390000.0,3668363663,278000000.0,0.964
DOC0000092,C000123,1200873080372033,BUDI WIJAYA,PT Bank ABC,36179000.0,9853501044,537900000.0,0.81
DOC0001182,C000545,5589729144749941,ANDI SANTOSO,PT Digital Indonesia,41297000.0,5059734531,381400000.0,0.849
DOC0001183,C000182,8800531366652019,ANDI SANTOSO,PT Bank ABC,23834000.0,1371779784,119200000.0,0.877
DOC0000912,C000491,8630824676769352,ANDI SANTOSO,PT Digital Indonesia,6754000.0,8048318276,503300000.0,0.772
DOC0000888,C000579,7628133772188688,EKO SAPUTRA,PT Bank ABC,33927000.0,6007193702,194000000.0,0.844
DOC0000729,C000563,1214560105861915,BUDI WIJAYA,PT Bank ABC,22446000.0,9729980400,321800000.0,0.822
DOC0000012,C000210,6710200850431725,EKO SAPUTRA,PT Digital Indonesia,20059000.0,5601908401,57900000.0,0.841
DOC0000986,C000020,7683806329492539,BUDI WIJAYA,PT Bank ABC,42019000.0,8779307797,229900000.0,0.818
DOC0000398,C000555,4883172561038310,DEWI PRATAMA,PT Digital Indonesia,12835000.0,8623935524,411700000.0,0.826
DOC0000634,C000174,1953324090555594,EKO SAPUTRA,PT Bank ABC,38574000.0,9235708952,136400000.0,0.931
DOC0000004,C000046,5196172080622387,BUDI WIJAYA,PT Bank ABC,27249000.0,7089181002,87800000.0,0.781
DOC0000566,C000253,2778686798764723,ANDI SANTOSO,CV Sejahtera,11380000.0,3116502910,597500000.0,0.873
DOC0000116,C000562,4574490934030551,Fajar Nugroho,CV Sejahtera,13325000.0,5829755262,326900000.0,0.954
DOC0000508,C000171,4087318584824971,CITRA LESTARI,PT Bank ABC,44939000.0,5349549483,167100000.0,1.0
DOC0001082,C000681,7123937020197717,CITRA LESTARI,PT Nusantara,44357000.0,5486789190,284700000.0,0.952
DOC0000172,C000580,1944638771672227,EKO SAPUTRA,PT Maju Jaya,15514000.0,8514490033,341200000.0,0.881
DOC0000237,C000279,1558691188631241,Fajar Nugroho,PT Bank ABC,42849000.0,6685489498,314900000.0,0.88
DOC0000569,C000290,8164866844806186,ANDI SANTOSO,CV Sejahtera,12600000.0,5337389032,72100000.0,0.887
DOC0001025,C000409,7637936655918116,BUDI WIJAYA,PT Nusantara,33150000.0,3209939376,531200000.0,1.0
DOC0000305,C000103,6335154503489766,CITRA LESTARI,PT Bank ABC,6116000.0,6823629934,612100000.0,1.0
DOC0000978,C000318,2333480005466120,BUDI WIJAYA,CV Sejahtera,18765000.0,8853105392,297200000.0,0.922
DOC0001085,C000276,8000874565810496,BUDI WIJAYA,PT Nusantara,27028000.0,4612045091,507100000.0,0.829
DOC0000550,C000576,7362605022948034,ANDI SANTOSO,CV Sejahtera,14968000.0,3766599400,466200000.0,1.0
DOC0000176,C000580,8037811622855505,ANDI SANTOSO,PT Nusantara,9033000.0,8366620536,313700000.0,1.0
DOC0000798,C000190,8653676932480915,BUDI WIJAYA,PT Maju Jaya,34706000.0,1924990847,350300000.0,0.833
DOC0000030,C000238,3013394347606150,DEWI PRATAMA,CV Sejahtera,27950000.0,1907565294,596700000.0,1.0
DOC0000122,C000183,1671667297168790,EKO SAPUTRA,PT Maju Jaya,27851000.0,9186061392,470600000.0,0.993
DOC0000278,C000142,9113280659302090,BUDI WIJAYA,PT Bank ABC,34084000.0,9799147428,156900000.0,0.882
DOC0000173,C000076,3672788577127913,Fajar Nugroho,PT Bank ABC,7759000.0,3510819130,149200000.0,0.941
DOC0001008,C000228,2065951767558217,Fajar Nugroho,PT Nusantara,6641000.0,9935662226,686500000.0,0.798
DOC0000332,C000371,4388003687718718,EKO SAPUTRA,PT Maju Jaya,4661000.0,7652634642,355100000.0,0.873
DOC0000136,C000468,1563844983351157,BUDI WIJAYA,PT Maju Jaya,20823000.0,7126092180,446500000.0,0.826
DOC0001193,C000671,3524902674903916,Fajar Nugroho,PT Bank ABC,20115000.0,3481686677,537700000.0,0.923
DOC0000519,C000260,8053501547769087,CITRA LESTARI,CV Sejahtera,24258000.0,5663664460,62400000.0,0.86
DOC0001197,C000461,8415634472613692,BUDI WIJAYA,PT Nusantara,33427000.0,6596657120,505800000.0,0.973
DOC0000128,C000241,6894656997644888,BUDI WIJAYA,PT Nusantara,20114000.0,9721710802,334500000.0,0.987
DOC0000284,C000008,7262656737732653,DEWI PRATAMA,CV Sejahtera,43102000.0,2167677908,92900000.0,1.0
DOC0000397,C000610,5972959195382502,DEWI PRATAMA,CV Sejahtera,4257000.0,9932256527,66100000.0,1.0
DOC0000117,C000550,5112935573047407,Fajar Nugroho,CV Sejahtera,32015000.0,8689670343,756100000.0,0.958
DOC0000055,C000115,3345524405968494,ANDI SANTOSO,PT Maju Jaya,33183000.0,2270654890,130600000.0,0.806
DOC0000071,C000598,8151417324870439,BUDI WIJAYA,CV Sejahtera,20403000.0,7848358952,105300000.0,0.964
DOC0000023,C000436,4436055044354729,BUDI WIJAYA,PT Digital Indonesia,36189000.0,2669255009,764500000.0,1.0
DOC0001125,C000234,5997904238876173,DEWI PRATAMA,CV Sejahtera,27550000.0,4710851209,632200000.0,0.941
DOC0000453,C000652,7400428153898575,DEWI PRATAMA,PT Nusantara,26340000.0,9328819268,190400000.0,0.986
DOC0000814,C000613,3978144667930845,CITRA LESTARI,PT Maju Jaya,25351000.0,1579561966,166400000.0,0.925
DOC0000189,C000376,2516826801178808,BUDI WIJAYA,CV Sejahtera,5602000.0,3910999653,332600000.0,0.972
DOC0000170,C000359,2972281573566725,ANDI SANTOSO,CV Sejahtera,4394000.0,3982305659,153400000.0,1.0
DOC0000064,C000134,3750229963888402,Fajar Nugroho,PT Nusantara,14419000.0,5693737410,124900000.0,0.941
DOC0001142,C000067,2430721482925721,Fajar Nugroho,PT Digital Indonesia,6829000.0,6404184201,784500000.0,0.898
DOC0000142,C000141,3273958584594038,DEWI PRATAMA,PT Maju Jaya,30148000.0,1797950872,434200000.0,0.751
DOC0001047,C000429,7035349754865918,CITRA LESTARI,PT Digital Indonesia,29686000.0,9145783298,504100000.0,0.858
DOC0000461,C000013,8271133086833666,Fajar Nugroho,PT Digital Indonesia,21762000.0,4340319737,758100000.0,0.902
DOC0000607,C000357,7417655956962135,DEWI PRATAMA,CV Sejahtera,25181000.0,8878198189,692000000.0,1.0
DOC0001066,C000387,5710416165583616,DEWI PRATAMA,PT Nusantara,11262000.0,1837182313,251300000.0,0.732
DOC0000934,C000623,4782965468589412,BUDI WIJAYA,PT Digital Indonesia,41527000.0,5676124402,241300000.0,0.939
DOC0000024,C000319,4395564848778229,DEWI PRATAMA,CV Sejahtera,32727000.0,4163848056,762400000.0,0.926
DOC0000886,C000236,4322051207015311,Fajar Nugroho,PT Maju Jaya,29146000.0,8585148598,153900000.0,0.792
DOC0000616,C000304,1095006365255154,EKO SAPUTRA,PT Maju Jaya,19950000.0,7328616904,461900000.0,1.0
DOC0001115,C000587,8754582810080166,CITRA LESTARI,PT Digital Indonesia,10108000.0,6737679826,221600000.0,0.92
DOC0000760,C000184,6453405966011271,BUDI WIJAYA,PT Bank ABC,5924000.0,7943793558,118200000.0,0.844
DOC0000272,C000222,3774161550952165,ANDI SANTOSO,PT Bank ABC,28118000.0,9663669955,99900000.0,0.838
DOC0000958,C000426,9701433555491293,DEWI PRATAMA,PT Digital Indonesia,32825000.0,8544673711,232100000.0,0.883
DOC0000814,C000351,8615417282635593,BUDI WIJAYA,PT Bank ABC,45804000.0,7099368035,293500000.0,0.926
DOC0001162,C000067,1381476095724844,BUDI WIJAYA,CV Sejahtera,20787000.0,8560641579,598300000.0,0.863
DOC0000156,C000299,2018876652424651,DEWI PRATAMA,CV Sejahtera,36328000.0,7481618010,500400000.0,0.978
DOC0001145,C000419,8891441405555795,BUDI WIJAYA,PT Maju Jaya,8817000.0,5427931452,405200000.0,0.904
DOC0000014,C000172,9217252228001320,DEWI PRATAMA,CV Sejahtera,19233000.0,5572563487,693600000.0,0.869
DOC0001001,C000222,2415159659614078,CITRA LESTARI,PT Digital Indonesia,39243000.0,6503470698,667000000.0,0.922
DOC0000475,C000088,9050080618163161,CITRA LESTARI,PT Digital Indonesia,38610000.0,5723729891,243100000.0,0.863
DOC0000109,C000627,7251053149297077,BUDI WIJAYA,CV Sejahtera,14854000.0,5306532693,301100000.0,0.912
DOC0000613,C000137,7262798297717716,Fajar Nugroho,CV Sejahtera,25211000.0,9271257006,717300000.0,0.9
DOC0000347,C000108,4496635350913811,EKO SAPUTRA,PT Nusantara,23925000.0,4517038112,460500000.0,0.757
DOC0000653,C000241,1485759085169458,DEWI PRATAMA,PT Bank ABC,31684000.0,4705266547,376100000.0,0.959
DOC0000479,C000655,8861574963796109,ANDI SANTOSO,PT Maju Jaya,18126000.0,9997423074,513600000.0,0.863
DOC0000002,C000072,7799239043036962,Fajar Nugroho,PT Nusantara,26217000.0,4867996595,796800000.0,0.889
DOC0000660,C000355,7348774814214664,BUDI WIJAYA,PT Maju Jaya,24668000.0,8633663516,456200000.0,0.954
DOC0000527,C000411,8667456442569233,CITRA LESTARI,PT Nusantara,23485000.0,7233625416,717600000.0,0.901
DOC0000623,C000229,1523485715066285,BUDI WIJAYA,PT Nusantara,16884000.0,8272082036,47700000.0,0.873
DOC0000223,C000554,9105881750278410,EKO SAPUTRA,PT Nusantara,21740000.0,9765958325,514400000.0,0.774
DOC0001124,C000583,9368581025611176,ANDI SANTOSO,PT Nusantara,19956000.0,8883772642,402500000.0,0.873
DOC0000585,C000144,3040458430684166,EKO SAPUTRA,PT Maju Jaya,44440000.0,8379330842,257300000.0,0.896
DOC0001033,C000560,3349875502154405,EKO SAPUTRA,PT Nusantara,21363000.0,9746280648,729800000.0,1.0
DOC0000376,C000660,9794515123452360,EKO SAPUTRA,PT Digital Indonesia,14648000.0,1528911992,798800000.0,0.898
DOC0000028,C000264,4265544169014656,DEWI PRATAMA,CV Sejahtera,33735000.0,3200678255,241600000.0,0.879
DOC0000325,C000267,7400002805672589,DEWI PRATAMA,PT Maju Jaya,15096000.0,3177903457,60200000.0,1.0
DOC0001108,C000474,6704326240236856,Fajar Nugroho,PT Bank ABC,38949000.0,5032075773,636200000.0,0.775
DOC0001097,C000626,3623884787685902,CITRA LESTARI,PT Nusantara,36384000.0,8385189955,570200000.0,0.905
DOC0000334,C000257,7568235055832902,DEWI PRATAMA,PT Nusantara,25061000.0,7778643212,331100000.0,0.933
DOC0000890,C000512,7178339685448229,DEWI PRATAMA,PT Digital Indonesia,13001000.0,3742917728,680900000.0,0.851
DOC0000899,C000638,8765827019895966,EKO SAPUTRA,CV Sejahtera,27761000.0,3487125357,794600000.0,0.849
DOC0000951,C000570,8525372775367840,BUDI WIJAYA,PT Nusantara,22000000.0,8485047587,335500000.0,1.0
DOC0000290,C000665,1952680117501950,ANDI SANTOSO,PT Maju Jaya,25199000.0,2852413060,610400000.0,0.917
DOC0000439,C000107,7808221440103046,Fajar Nugroho,PT Maju Jaya,20029000.0,7694489201,583900000.0,0.995
DOC0000938,C000452,4554626473422981,CITRA LESTARI,CV Sejahtera,23748000.0,4196918811,360000000.0,1.0
DOC0000829,C000190,4385741217414671,CITRA LESTARI,CV Sejahtera,23593000.0,3996028758,36100000.0,1.0
DOC0000376,C000495,6167848348775101,CITRA LESTARI,PT Maju Jaya,25549000.0,6900219318,53900000.0,0.907
DOC0000930,C000653,5761096377072739,Fajar Nugroho,CV Sejahtera,36913000.0,3175034861,727900000.0,0.949
DOC0000329,C000065,3000048792366300,EKO SAPUTRA,PT Bank ABC,40994000.0,7274513156,776100000.0,0.86
DOC0000135,C000269,1567167469260799,CITRA LESTARI,PT Nusantara,22283000.0,1210011302,556300000.0,0.889
DOC0000318,C000601,5921000977771413,CITRA LESTARI,PT Maju Jaya,23232000.0,9462575286,285800000.0,0.777
DOC0000408,C000448,9617995867508642,Fajar Nugroho,PT Maju Jaya,41843000.0,6128744511,586000000.0,1.0
DOC0000050,C000593,8132924102865795,BUDI WIJAYA,PT Maju Jaya,25983000.0,2591859280,525500000.0,0.854
DOC0000164,C000354,9223914690886981,CITRA LESTARI,PT Digital Indonesia,27100000.0,8228433923,240200000.0,0.999
DOC0001124,C000454,8022867922484522,CITRA LESTARI,PT Nusantara,39417000.0,8664605476,599300000.0,0.86
DOC0000639,C000520,1918510469863023,EKO SAPUTRA,PT Digital Indonesia,22101000.0,5973317184,611100000.0,0.845
DOC0000196,C000257,6544883558459021,BUDI WIJAYA,PT Nusantara,38506000.0,3045855273,407200000.0,0.887
DOC0000550,C000390,5385663624089864,ANDI SANTOSO,PT Digital Indonesia,39818000.0,6141299070,275500000.0,0.974
DOC0000242,C000586,7641800991332887,CITRA LESTARI,CV Sejahtera,10154000.0,1527044286,639900000.0,0.94
DOC0000301,C000585,2711824158373183,EKO SAPUTRA,PT Maju Jaya,41328000.0,9426877288,490600000.0,0.936
DOC0000235,C000220,7817895699399171,ANDI SANTOSO,PT Bank ABC,41361000.0,1440791130,201700000.0,0.933
DOC0001111,C000675,3916536399303828,BUDI WIJAYA,PT Maju Jaya,24868000.0,8899054744,539800000.0,1.0
DOC0000643,C000225,8667328620161563,BUDI WIJAYA,PT Maju Jaya,4671000.0,4810067645,779300000.0,0.927
DOC0000231,C000667,9288660973401245,CITRA LESTARI,PT Digital Indonesia,17600000.0,8161000545,185300000.0,0.96
DOC0000782,C000153,6715296053862221,DEWI PRATAMA,CV Sejahtera,23409000.0,1509536841,81500000.0,1.0
DOC0000379,C000007,6255588858879872,DEWI PRATAMA,PT Bank ABC,14108000.0,1038701854,376200000.0,1.0
DOC0000960,C000287,1022153350821034,Fajar Nugroho,CV Sejahtera,4721000.0,4724397461,678300000.0,0.835
DOC0000870,C000321,7230979874643626,ANDI SANTOSO,CV Sejahtera,29999000.0,8490958605,680400000.0,0.905
DOC0001133,C000434,8941824954708202,EKO SAPUTRA,PT Bank ABC,26386000.0,4631552089,582000000.0,0.989
DOC0000802,C000697,5055720311023399,CITRA LESTARI,PT Bank ABC,11083000.0,7702654114,567400000.0,0.938
DOC0000430,C000126,4054348235280308,ANDI SANTOSO,PT Maju Jaya,10748000.0,8950828531,350000000.0,0.795
DOC0000077,C000261,2228151812739757,Fajar Nugroho,PT Bank ABC,39118000.0,1852545241,461900000.0,0.854
DOC0000702,C000256,9379960827608095,BUDI WIJAYA,PT Nusantara,30947000.0,3403018477,790500000.0,0.951
DOC0000838,C000330,8282722195650523,BUDI WIJAYA,PT Maju Jaya,19750000.0,9593872541,94600000.0,0.705
DOC0000750,C000338,6204684883048397,DEWI PRATAMA,CV Sejahtera,35667000.0,8769371891,289000000.0,1.0
DOC0000392,C000482,9695518811003197,BUDI WIJAYA,CV Sejahtera,27941000.0,3094597858,506400000.0,0.81
DOC0000523,C000137,4862771759207684,ANDI SANTOSO,PT Nusantara,5172000.0,4077747037,359200000.0,0.829
DOC0000175,C000580,4076951874850178,CITRA LESTARI,CV Sejahtera,16721000.0,1100059393,712400000.0,0.996
DOC0000111,C000272,6157901553280421,EKO SAPUTRA,CV Sejahtera,39645000.0,9395732212,627700000.0,0.876
DOC0000416,C000066,2430781593932556,CITRA LESTARI,CV Sejahtera,43559000.0,9710251644,470500000.0,0.901
DOC0000222,C000105,9396864738701848,Fajar Nugroho,PT Digital Indonesia,35834000.0,6750391562,293700000.0,0.856
DOC0000640,C000634,3552984479918635,CITRA LESTARI,PT Bank ABC,9297000.0,9147717305,408100000.0,0.827
DOC0000617,C000431,1437308973339054,ANDI SANTOSO,PT Maju Jaya,19850000.0,5813906905,343700000.0,0.792
DOC0000811,C000449,5007412355676549,CITRA LESTARI,PT Nusantara,5926000.0,7637930941,199000000.0,0.939
DOC0000491,C000625,2133013764249078,EKO SAPUTRA,PT Digital Indonesia,9227000.0,9082542410,598500000.0,0.966
DOC0000990,C000196,4408261103095960,DEWI PRATAMA,PT Maju Jaya,41341000.0,4136113194,31000000.0,1.0
DOC0001197,C000488,8720006611232731,DEWI PRATAMA,PT Maju Jaya,35086000.0,4720949152,190600000.0,0.938
DOC0000300,C000519,2935159694847197,Fajar Nugroho,CV Sejahtera,26861000.0,1977811382,126200000.0,0.889
DOC0000862,C000310,8246714223271532,EKO SAPUTRA,PT Bank ABC,31396000.0,1402475536,625800000.0,0.877
DOC0001113,C000614,2924418200571972,EKO SAPUTRA,CV Sejahtera,35078000.0,2129626783,160700000.0,0.772
DOC0000721,C000451,6594705912295705,EKO SAPUTRA,PT Bank ABC,18739000.0,8145417165,731800000.0,0.929
DOC0000653,C000511,3372590286792513,BUDI WIJAYA,PT Bank ABC,25520000.0,6150996742,312000000.0,0.957
DOC0000481,C000187,7906342382406971,BUDI WIJAYA,CV Sejahtera,28342000.0,2175846513,184100000.0,0.942
DOC0001107,C000465,2274631638929649,ANDI SANTOSO,PT Nusantara,43348000.0,4625553196,643800000.0,0.953
DOC0000823,C000023,8083678349164788,CITRA LESTARI,PT Digital Indonesia,37620000.0,8675429833,240900000.0,0.911
DOC0000475,C000472,3803230457118755,EKO SAPUTRA,PT Digital Indonesia,32691000.0,7891311615,572900000.0,0.897
DOC0000519,C000066,9992106965547927,DEWI PRATAMA,PT Bank ABC,40024000.0,5255890016,730800000.0,0.652
DOC0001093,C000171,6592342697441920,Fajar Nugroho,CV Sejahtera,38823000.0,7956871762,81700000.0,0.912
DOC0000012,C000470,6812495913411432,Fajar Nugroho,PT Digital Indonesia,43433000.0,5972185600,497800000.0,0.883
DOC0001058,C000443,3712829365089106,BUDI WIJAYA,PT Nusantara,7324000.0,8209629724,772500000.0,0.913
DOC0000344,C000136,2381733110591842,BUDI WIJAYA,PT Bank ABC,42535000.0,1865884454,478800000.0,0.937
DOC0000388,C000148,9861765687679433,CITRA LESTARI,PT Nusantara,44067000.0,8007537117,639600000.0,1.0
DOC0000184,C000667,5986562675088900,ANDI SANTOSO,PT Digital Indonesia,28659000.0,1339514759,97000000.0,0.949
DOC0000040,C000352,8314717702356257,CITRA LESTARI,PT Nusantara,15620000.0,7064109209,54300000.0,0.803
DOC0000614,C000430,9369940879118426,DEWI PRATAMA,PT Digital Indonesia,9920000.0,8043946151,591600000.0,0.891
DOC0000095,C000698,9861785771473759,BUDI WIJAYA,PT Bank ABC,31137000.0,3906751551,215600000.0,1.0
DOC0000446,C000685,1673378302185417,DEWI PRATAMA,PT Digital Indonesia,26206000.0,3492408474,628600000.0,0.843
DOC0000558,C000073,3763981191021873,EKO SAPUTRA,PT Maju Jaya,22908000.0,3574606638,526200000.0,0.859
DOC0000730,C000511,9239179020790885,EKO SAPUTRA,PT Maju Jaya,44570000.0,6890175617,182700000.0,0.944
DOC0001113,C000096,8825134077613388,EKO SAPUTRA,PT Maju Jaya,23616000.0,9337083879,713700000.0,0.796
DOC0000505,C000391,9784922570601307,EKO SAPUTRA,PT Digital Indonesia,13159000.0,3944030805,293600000.0,0.932
DOC0000399,C000009,7405161474484316,CITRA LESTARI,PT Nusantara,36680000.0,2296572253,500400000.0,0.888
DOC0001078,C000285,2677173770044015,Fajar Nugroho,PT Digital Indonesia,40090000.0,5964743976,578600000.0,0.846
DOC0001007,C000533,8333275137279933,Fajar Nugroho,CV Sejahtera,13043000.0,6806628095,598100000.0,0.895
DOC0001035,C000114,7481957608124653,DEWI PRATAMA,PT Nusantara,16966000.0,7491598043,141700000.0,0.846
DOC0000432,C000456,6861012459940370,Fajar Nugroho,PT Maju Jaya,14675000.0,1981433900,365900000.0,0.767
DOC0001050,C000419,3990107358663351,Fajar Nugroho,PT Maju Jaya,7067000.0,3263762355,527400000.0,0.81
DOC0000186,C000245,5344186512941160,ANDI SANTOSO,PT Maju Jaya,36122000.0,8441077423,117500000.0,1.0
DOC0000477,C000039,5146285820020347,DEWI PRATAMA,PT Nusantara,23506000.0,1795362069,474100000.0,0.854
DOC0000703,C000666,8088000790853404,Fajar Nugroho,PT Nusantara,9190000.0,7485271269,333400000.0,0.958
DOC0000126,C000654,8850530502959311,EKO SAPUTRA,PT Nusantara,12914000.0,1764780845,589100000.0,0.871
